Date,Open,High,Low,Close
1986-09-17,231.68,233.81,231.43,231.68
1986-09-16,231.72,231.84,228.34,231.72
1986-09-15,231.94,232.81,229.44,231.94
1986-09-12,230.67,235.42,228.79,230.67
1986-09-11,235.18,247.06,234.68,235.18
1986-09-10,247.06,247.69,246.19,247.06
1986-09-09,247.67,250.17,247.04,247.67
1986-09-08,248.14,250.39,247.14,248.14
1986-09-05,250.47,254.09,250.34,250.47
1986-09-04,253.83,253.96,250.08,253.83
1986-09-03,250.08,250.08,247.71,250.08
1986-09-02,248.52,253.27,248.15,248.52
1986-08-29,252.93,254.06,251.81,252.93
1986-08-28,252.84,253.59,251.97,252.84
1986-08-27,253.3,254.18,252.68,253.3
1986-08-26,252.84,252.84,247.84,252.84
1986-08-25,247.81,250.19,247.81,247.81
1986-08-22,250.19,250.56,249.31,250.19
1986-08-21,249.67,250.42,249.17,249.67
1986-08-20,249.77,249.77,246.52,249.77
1986-08-19,246.51,247.38,245.88,246.51
1986-08-18,247.38,247.75,245.5,247.38
1986-08-15,247.15,247.15,245.78,247.15
1986-08-14,246.25,246.75,245.63,246.25
1986-08-13,245.67,246.42,243.17,245.67
1986-08-12,243.34,243.34,240.47,243.34
